origin_user_id,origin_user_name,retweet_user_id,retweet_user_name,origin_content,retweet_content,origin_user_followers_num
1762265381,今日美术馆,1842572925,孙慧113,今日展览五月天主唱装置作品将于今日美术馆展出阿信是最火天团五月天的主唱可这并不是他的唯一身份在歌手之外横跨视觉与听觉的先锋艺术家是他另一个不为人知的头衔他创作的结合音乐科技与空间的艺术作品将在今日美术馆主办摩根大通独家赞助的未来通行证展览中展出,,1365849
1642720480,爱范儿,1767513112,王小脆弱暴了,新ipad将从今天开始预售你的信用卡准备好了吗ifanrlipad3发布,转发微博,140476
1642720480,爱范儿,1706892074,汗青_京东商城,新ipad将从今天开始预售你的信用卡准备好了吗ifanrlipad3发布,转发微博,140476
1642720480,爱范儿,1276254141,buddlh,新ipad将从今天开始预售你的信用卡准备好了吗ifanrlipad3发布,转发微博,140476
1642720480,爱范儿,1760651963,弟弟的熊,新ipad将从今天开始预售你的信用卡准备好了吗ifanrlipad3发布,我操想要啊,140476
1642720480,爱范儿,2324231884,__JohnsonZ,新ipad将从今天开始预售你的信用卡准备好了吗ifanrlipad3发布,转发微博,140476
1862421322,邪少_DEMON,1838171364,喵啦啦喵_,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,转发微博,93236
1862421322,邪少_DEMON,1683213074,KK一点也不蛋疼,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,,93236
1862421322,邪少_DEMON,1138740231,糖米tomi,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,每次制作都很费时哪奥特曼,93236
1862421322,邪少_DEMON,1781043311,初夏要当个犀利地皮爱丝,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,,93236
1862421322,邪少_DEMON,1298416684,舞千佾,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,转发微博,93236
1862421322,邪少_DEMON,1859183092,梦色糖果,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,太牛了,93236
1862421322,邪少_DEMON,1959900271,四菇凉请问你要手抓饼吗,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,,93236
1862421322,邪少_DEMON,1320952043,樱桃LOL,推荐一些拍cos方法当然这货摄影和后期也不是很好2012商业人像摄影花絮与后期修片花絮分享自,想到了风女的裙摆灯姨高科技灯姨威武,93236
1216766752,贺卫方,1045798463,律师郑辉,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,,695192
1216766752,贺卫方,1199310242,迦昙波_,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,转发微博,695192
1216766752,贺卫方,1841086772,温国斌,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,,695192
1216766752,贺卫方,1893547975,迷你猴的blog,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,,695192
1216766752,贺卫方,1821631073,星星的另一半,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,,695192
1216766752,贺卫方,1347331875,极品Raymond,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,难道贺老师对此都无能为力吗,695192
1216766752,贺卫方,1868948375,法学博士李刚,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,早上起晚了发现钓鱼岛被占领了,695192
1216766752,贺卫方,1537067362,梁刚律师,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,缺乏反思和得过且过是阻碍我们进步的绊脚石,695192
1216766752,贺卫方,1576224031,凌云律师张震,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,,695192
1216766752,贺卫方,1621699702,水深火_中的小小朋友,重庆时报论聂树斌案如何追寻聂案真相如何从程序独立公正性方面处理好聂树斌案早已不乏法律学者指出迷津如今的聂案洗冤缺的不是方法而是改错纠偏追求司法公义的决心时间都不能淡化正义与公道我们期待一场司法纠偏的正义哪怕它是迟来的,我_得_作海的_家__也只有60_吧____河北不_得是在浪__家_源啊,695192
1709048690,怪咖饼小花,38283118,马砚晨JK,我是真心的爱上曾轶可和了曾哥春哥一直被叫了这么久当年还有乐迷在音乐节上拜曾哥拜春哥吁曾哥吁春哥各种起哄各种被喝倒彩都坚持表演这是什么这就是职业素养他们被网络暴民水军祸害了这么多年也没去公园哭过也没一条一条删过微博同理的还有四娘我真心敬佩你们,几年我五一加班一天都去不了替我多拜拜吧,687
1709048690,怪咖饼小花,38283118,马砚晨JK,我是真心的爱上曾轶可和了曾哥春哥一直被叫了这么久当年还有乐迷在音乐节上拜曾哥拜春哥吁曾哥吁春哥各种起哄各种被喝倒彩都坚持表演这是什么这就是职业素养他们被网络暴民水军祸害了这么多年也没去公园哭过也没一条一条删过微博同理的还有四娘我真心敬佩你们,今年曾哥不是又来草莓了么,687
1709048690,怪咖饼小花,1709048690,怪咖饼小花,我是真心的爱上曾轶可和了曾哥春哥一直被叫了这么久当年还有乐迷在音乐节上拜曾哥拜春哥吁曾哥吁春哥各种起哄各种被喝倒彩都坚持表演这是什么这就是职业素养他们被网络暴民水军祸害了这么多年也没去公园哭过也没一条一条删过微博同理的还有四娘我真心敬佩你们,对对对面对那么大的侮辱肛肛都坚持表演肛肛才是真正的摇滚战士,687
1709048690,怪咖饼小花,1709048690,怪咖饼小花,我是真心的爱上曾轶可和了曾哥春哥一直被叫了这么久当年还有乐迷在音乐节上拜曾哥拜春哥吁曾哥吁春哥各种起哄各种被喝倒彩都坚持表演这是什么这就是职业素养他们被网络暴民水军祸害了这么多年也没去公园哭过也没一条一条删过微博同理的还有四娘我真心敬佩你们,今年我要给曾哥站台,687
1709048690,怪咖饼小花,1709048690,怪咖饼小花,我是真心的爱上曾轶可和了曾哥春哥一直被叫了这么久当年还有乐迷在音乐节上拜曾哥拜春哥吁曾哥吁春哥各种起哄各种被喝倒彩都坚持表演这是什么这就是职业素养他们被网络暴民水军祸害了这么多年也没去公园哭过也没一条一条删过微博同理的还有四娘我真心敬佩你们,那人家没去公园哭给记者看嘛,687
1709048690,怪咖饼小花,1709048690,怪咖饼小花,我是真心的爱上曾轶可和了曾哥春哥一直被叫了这么久当年还有乐迷在音乐节上拜曾哥拜春哥吁曾哥吁春哥各种起哄各种被喝倒彩都坚持表演这是什么这就是职业素养他们被网络暴民水军祸害了这么多年也没去公园哭过也没一条一条删过微博同理的还有四娘我真心敬佩你们,范爷不上微博所以没替她她才是女神,687
1681825884,新摄影网,1046819093,凡人Each,再过一个月的时间各大高校又将送走一批莘莘学子各种怀念的情愫逐渐发酵增重了味道清华大学2008级材料系本科生刘张铂泷在清华大学图书馆逸夫馆二层举办了自己的毕业摄影展展出的作品是自己2年来拍摄的身边同学肖像展览时间2012514524访谈,这是我们附中的师哥么,305515
1681825884,新摄影网,1783719051,sonEast_Cheswick,再过一个月的时间各大高校又将送走一批莘莘学子各种怀念的情愫逐渐发酵增重了味道清华大学2008级材料系本科生刘张铂泷在清华大学图书馆逸夫馆二层举办了自己的毕业摄影展展出的作品是自己2年来拍摄的身边同学肖像展览时间2012514524访谈,奥特曼奥特曼,305515
1681825884,新摄影网,1905066815,_感超人S,再过一个月的时间各大高校又将送走一批莘莘学子各种怀念的情愫逐渐发酵增重了味道清华大学2008级材料系本科生刘张铂泷在清华大学图书馆逸夫馆二层举办了自己的毕业摄影展展出的作品是自己2年来拍摄的身边同学肖像展览时间2012514524访谈,转发微博,305515
1681825884,新摄影网,1798223613,金桥大导演,再过一个月的时间各大高校又将送走一批莘莘学子各种怀念的情愫逐渐发酵增重了味道清华大学2008级材料系本科生刘张铂泷在清华大学图书馆逸夫馆二层举办了自己的毕业摄影展展出的作品是自己2年来拍摄的身边同学肖像展览时间2012514524访谈,校园时代的印记无论清涩还是浑沌无论稚拙还是单调在表现上在这些画面上的处理感觉还是有深度的,305515
1681825884,新摄影网,1210830484,Odi7eC,再过一个月的时间各大高校又将送走一批莘莘学子各种怀念的情愫逐渐发酵增重了味道清华大学2008级材料系本科生刘张铂泷在清华大学图书馆逸夫馆二层举办了自己的毕业摄影展展出的作品是自己2年来拍摄的身边同学肖像展览时间2012514524访谈,转发微博,305515
1681825884,新摄影网,1924822307,东京小沈洋,再过一个月的时间各大高校又将送走一批莘莘学子各种怀念的情愫逐渐发酵增重了味道清华大学2008级材料系本科生刘张铂泷在清华大学图书馆逸夫馆二层举办了自己的毕业摄影展展出的作品是自己2年来拍摄的身边同学肖像展览时间2012514524访谈,good拍你身边的人和事,305515
1677126410,杜楠爆料,345872,arsh14_客观帝,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,不如移民后再反申中国绿卡方便,107284
1677126410,杜楠爆料,1774919727,方立军杭州,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,_,107284
1677126410,杜楠爆料,1151171084,任文宪,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,转发微博,107284
1677126410,杜楠爆料,1853104210,刘任杰,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,熊猫,107284
1677126410,杜楠爆料,1798828130,Lily_YBM,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,拿台胞证在领事馆办台胞证只需要护照么,107284
1677126410,杜楠爆料,1169668725,naunian,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,鼻屎,107284
1677126410,杜楠爆料,1855528981,人生丰俭随意,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,有选举和被选举权不,107284
1677126410,杜楠爆料,1675744720,樱桃_小冉子,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,,107284
1677126410,杜楠爆料,1786937085,Tiramisu-EVA-,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,这个这个这个,107284
1677126410,杜楠爆料,1681766557,苏黑黑,大陆居民可以申请中华民国护照台湾法律规定大陆居民只要持有第三国绿卡或在海外定居三年以上可凭中华人民共和国护照向当地台湾办事处申请中国民国海外护照原护照被销毁然后你可以去大陆的领事馆办台胞证进出大陆130个国家免签你要不要,哈哈哈先找nan弄签证然后去加入eric,107284
1184134175,taoxinxu释凡,1837345982,FAY_菲,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,崔始源绝壁是sm亲儿子这各种片源啊,30421
1184134175,taoxinxu释凡,1838124523,22狄狄,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,哦也汤唯汤唯老崔和基范最近都来中国拍戏了,30421
1184134175,taoxinxu释凡,1768143794,馨儿_很爱那个叫金希澈的男人,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,mo,30421
1184134175,taoxinxu释凡,1769979511,成英Choing,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,转发微博,30421
1184134175,taoxinxu释凡,1771548877,傲娇卖萌_少爷_Ting,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,有我源儿,30421
1184134175,taoxinxu释凡,1685335392,等树归_lve_,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,有我女神,30421
1184134175,taoxinxu释凡,1772970770,希颜13,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,,30421
1184134175,taoxinxu释凡,1664810634,0废柴汀0,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,不错哎,30421
1184134175,taoxinxu释凡,1774308242,日夜浮_,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,靠所以这是已经确定了你的彭于晏啊还有你的babi还有我的崔始源和汤唯,30421
1184134175,taoxinxu释凡,1775765203,Minoz-猪伊人,新片曝光制片韩三平导演马楚成演员angelababi汤唯彭于晏崔始源朱茵黄奕黄晓蕾爱上巴黎28天,感觉应该不错哎,30421
1461568384,愤怒的老强,26251944,huyue,吐槽一下劫机细节刚刚起飞平稳五名男子脱掉上衣露出纹身走到了机长仓的门口敲门开门我们要劫机空乘劝他们别闹了穿好衣服回到座位上一名歹徒拿出一个貌似遥控器的东西大喊我这是nokia3310手机咱们一起完蛋机长以扰乱空中安全返航,真的还是段子啊,1721
1461568384,愤怒的老强,1864570467,叶茂常,吐槽一下劫机细节刚刚起飞平稳五名男子脱掉上衣露出纹身走到了机长仓的门口敲门开门我们要劫机空乘劝他们别闹了穿好衣服回到座位上一名歹徒拿出一个貌似遥控器的东西大喊我这是nokia3310手机咱们一起完蛋机长以扰乱空中安全返航,这有点扯了,1721
1461568384,愤怒的老强,1892766767,任俊Jamie,吐槽一下劫机细节刚刚起飞平稳五名男子脱掉上衣露出纹身走到了机长仓的门口敲门开门我们要劫机空乘劝他们别闹了穿好衣服回到座位上一名歹徒拿出一个貌似遥控器的东西大喊我这是nokia3310手机咱们一起完蛋机长以扰乱空中安全返航,劫机犯我这是nokia3310手机咱们一起完蛋,1721
1461568384,愤怒的老强,2335332174,张民----彼得张,吐槽一下劫机细节刚刚起飞平稳五名男子脱掉上衣露出纹身走到了机长仓的门口敲门开门我们要劫机空乘劝他们别闹了穿好衣服回到座位上一名歹徒拿出一个貌似遥控器的东西大喊我这是nokia3310手机咱们一起完蛋机长以扰乱空中安全返航,专家鉴定nokia濒临倒闭前雇佣国人做的告别广告,1721
1386223940,陶震宇,1154817263,Apr-41,新浪年会,哈哈这嘴咧的,4743
2150424452,当当读书汇,1786601354,唯唯的qing时光,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,好玩呢,132229
2150424452,当当读书汇,1680359394,奶爸党,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,估计不光宝宝喜欢我也会喜欢,132229
2150424452,当当读书汇,1046850387,宝妈_,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,期待哦,132229
2150424452,当当读书汇,1791778601,丫头云,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,,132229
2150424452,当当读书汇,1678377711,慕容小碗,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,地址,132229
2150424452,当当读书汇,1678377711,慕容小碗,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,有奖转发地址,132229
2150424452,当当读书汇,1678377711,慕容小碗,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,这个活动还不错我把链接贴给大家当当有礼关注转发即有机会获得台湾超人气手作进口材料包,132229
2150424452,当当读书汇,1231226935,Angelicwater,当当有礼您只需关注并3位好友即有机会获台湾超人气手作书一缝就成的拼布小物2超可爱作品进口材料包组合1套5种样式随机发共10套采用进口棉布日本先染布台湾辅棉奇异衬ykk拉链等优质材料链接,这个好简单,132229
